# BUSCO version is: 5.8.2 
# The lineage dataset is: enterococcus_odb12 (Creation date: 2025-05-14, number of genomes: 59, number of BUSCOs: 983)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
23091at1350	Complete	tig00000001	1011365	1011940	+	259.9	185
23109at1350	Complete	tig00000001	558139	557381	-	402.0	248
23113at1350	Complete	tig00000001	1209089	1206681	-	1502.4	787
23125at1350	Fragmented	tig00000001	2681946	2682362	+	222.4	124
23131at1350	Complete	tig00000001	2383958	2385271	+	786.9	435
23148at1350	Complete	tig00000001	2099302	2101344	+	851.7	658
23150at1350	Complete	tig00000001	1930226	1930912	+	402.8	220
23162at1350	Complete	tig00000001	538390	538644	+	172.1	83
23178at1350	Complete	tig00000001	2458615	2459052	+	242.5	145
23183at1350	Complete	tig00000001	2213950	2213198	-	370.3	246
23202at1350	Complete	tig00000001	2023923	2023054	-	510.1	289
23212at1350	Missing
23225at1350	Complete	tig00000001	1182552	1182082	-	252.9	144
23256at1350	Complete	tig00000001	2580007	2580183	+	136.4	58
23259at1350	Complete	tig00000001	1382098	1381532	-	337.6	177
23272at1350	Complete	tig00000001	2413758	2414687	+	526.1	293
23273at1350	Complete	tig00000001	2657218	2657787	+	269.8	173
23280at1350	Complete	tig00000001	250975	252021	+	555.3	340
23295at1350	Complete	tig00000001	1834859	1835740	+	415.9	284
23298at1350	Complete	tig00000001	1574601	1573249	-	823.5	446
23320at1350	Complete	tig00000001	565647	564223	-	624.3	458
23328at1350	Complete	tig00000001	2270626	2271651	+	615.8	340
23346at1350	Complete	tig00000001	110679	111947	+	777.1	421
23372at1350	Complete	tig00000001	1409523	1408828	-	399.9	226
23379at1350	Complete	tig00000001	1604600	1606012	+	766.6	452
23398at1350	Complete	tig00000001	994584	994081	-	292.3	164
23414at1350	Complete	tig00000001	2421096	2421821	+	277.5	246
23435at1350	Complete	tig00000001	903740	902817	-	522.2	303
23437at1350	Complete	tig00000001	2506973	2507209	+	167.4	78
23438at1350	Complete	tig00000001	460531	462912	+	1332.3	741
23446at1350	Complete	tig00000001	1561929	1564037	+	1255.1	664
23465at1350	Complete	tig00000001	674431	673850	-	287.2	174
23472at1350	Complete	tig00000001	628461	626923	-	894.2	493
23488at1350	Complete	tig00000001	1593597	1592989	-	352.0	203
23492at1350	Complete	tig00000001	240181	240810	+	302.8	196
23496at1350	Complete	tig00000001	712888	711884	-	566.7	325
23504at1350	Complete	tig00000001	2246728	2247597	+	390.8	274
23508at1350	Complete	tig00000001	1669695	1668412	-	730.1	418
23519at1350	Complete	tig00000001	235882	236565	+	362.3	226
23533at1350	Complete	tig00000001	183849	185780	+	1312.4	636
23539at1350	Complete	tig00000001	2138145	2140337	+	1305.2	722
23573at1350	Complete	tig00000001	1055610	1054561	-	402.2	325
23592at1350	Complete	tig00000001	2150255	2150962	+	417.5	225
23603at1350	Complete	tig00000001	672893	673768	+	506.1	288
23615at1350	Complete	tig00000001	2525488	2526801	+	556.1	389
23630at1350	Complete	tig00000001	1924303	1923260	-	528.2	324
23638at1350	Complete	tig00000001	985903	985535	-	217.7	117
23640at1350	Complete	tig00000001	230173	232353	+	1391.4	717
23642at1350	Complete	tig00000001	92147	92971	+	363.9	234
23683at1350	Complete	tig00000001	2488398	2489018	+	361.2	196
23695at1350	Complete	tig00000001	2518175	2518405	+	137.8	75
23705at1350	Complete	tig00000001	1063228	1064238	+	538.4	336
23709at1350	Complete	tig00000001	797987	798172	+	107.7	59
23766at1350	Complete	tig00000001	2459109	2459657	+	264.6	180
23767at1350	Complete	tig00000001	1418457	1417699	-	415.9	242
23782at1350	Complete	tig00000001	2128877	2130214	+	830.5	441
23783at1350	Complete	tig00000001	860039	860842	+	401.9	266
23784at1350	Complete	tig00000001	2026451	2026975	+	251.6	171
23803at1350	Complete	tig00000001	481560	479263	-	1240.5	749
23815at1350	Complete	tig00000001	413368	412205	-	624.2	394
23833at1350	Complete	tig00000001	459830	459291	-	298.8	174
23841at1350	Complete	tig00000001	418452	417829	-	207.3	172
23850at1350	Complete	tig00000001	1233245	1232322	-	446.0	295
23875at1350	Complete	tig00000001	552932	551769	-	642.9	377
23901at1350	Complete	tig00000001	1469659	1470792	+	669.0	374
23911at1350	Fragmented	tig00000001	247504	248370	+	499.7	287
23912at1350	Complete	tig00000001	849065	847947	-	686.2	367
23916at1350	Complete	tig00000001	1661141	1660296	-	458.4	272
23924at1350	Complete	tig00000001	1768530	1769363	+	335.7	253
23929at1350	Complete	tig00000001	2127058	2127483	+	272.5	140
23954at1350	Complete	tig00000001	2304335	2303748	-	248.2	187
23982at1350	Complete	tig00000001	2511987	2512202	+	146.9	69
24001at1350	Complete	tig00000001	2373512	2374351	+	478.8	278
24014at1350	Complete	tig00000001	797756	794442	-	1790.2	1064
24041at1350	Complete	tig00000001	1510920	1508251	-	1565.3	856
24050at1350	Complete	tig00000001	2135789	2136157	+	184.9	119
24093at1350	Complete	tig00000001	1196924	1195350	-	564.6	375
24137at1350	Complete	tig00000001	2526798	2527517	+	259.1	215
24152at1350	Complete	tig00000001	656083	655226	-	389.1	275
24160at1350	Complete	tig00000001	2487722	2486892	-	401.9	262
24162at1350	Complete	tig00000001	1350164	1348626	-	598.9	466
24179at1350	Complete	tig00000001	1922734	1923198	+	185.9	138
24201at1350	Complete	tig00000001	1197688	1197179	-	255.6	167
24231at1350	Complete	tig00000001	953848	954510	+	289.6	205
24233at1350	Complete	tig00000001	2385261	2385914	+	352.9	217
24239at1350	Complete	tig00000001	697084	694982	-	461.1	453
24260at1350	Complete	tig00000001	484636	484049	-	315.3	180
24264at1350	Complete	tig00000001	2351728	2352405	+	332.1	206
24272at1350	Complete	tig00000001	603551	602595	-	476.8	316
24284at1350	Complete	tig00000001	173407	173697	+	137.5	94
24288at1350	Complete	tig00000001	1152317	1152973	+	318.6	211
24393at1350	Complete	tig00000001	2143829	2145049	+	451.9	330
24402at1350	Complete	tig00000001	2551132	2551572	+	255.5	143
24412at1350	Complete	tig00000001	1558908	1559282	+	167.1	119
24442at1350	Complete	tig00000001	1017306	1016308	-	370.6	327
24470at1350	Complete	tig00000001	681717	681082	-	239.5	196
24535at1350	Complete	tig00000001	684204	683173	-	343.5	316
24572at1350	Complete	tig00000001	542090	539817	-	730.2	626
